calculated_host_listings_count,availability_365,neighbourhood_n,longitude,room_type_n,price
2.0,0.0,30.0,-73.94081,0.0,35
1.0,0.0,6.0,-73.9598,0.0,40
3.0,72.0,2.0,-73.95326,0.0,69
2.0,20.0,24.0,-73.94668,0.0,48
1.0,363.0,3.0,-73.96048,1.0,200
1.0,2.0,2.0,-73.95248,1.0,165
3.0,14.0,11.0,-74.00275,1.0,300
3.0,85.0,37.0,-73.82979,0.0,85
1.0,36.0,12.0,-73.93781,0.0,55
1.0,298.0,13.0,-73.97752,1.0,175
3.0,305.0,24.0,-73.95526,0.0,50
2.0,84.0,37.0,-73.83,0.0,60
6.0,97.0,6.0,-73.96103,0.0,97
1.0,0.0,2.0,-73.95737,0.0,99
1.0,0.0,21.0,-73.91387,0.0,40
5.0,90.0,25.0,-73.94228,2.0,48
2.0,0.0,24.0,-73.9609,0.0,150
1.0,0.0,28.0,-73.95618,0.0,105
1.0,262.0,28.0,-73.94904,1.0,165
1.0,0.0,23.0,-73.98932,0.0,110
1.0,89.0,21.0,-73.90765,1.0,225
1.0,0.0,19.0,-73.98561,1.0,139
1.0,0.0,56.0,-73.92109,1.0,86
2.0,90.0,21.0,-73.92496,0.0,66
1.0,8.0,19.0,-73.98868,1.0,300
1.0,0.0,12.0,-73.9521,0.0,79
1.0,0.0,6.0,-73.9401,1.0,99
4.0,297.0,6.0,-73.94837,0.0,55
4.0,0.0,71.0,-73.98192,1.0,170
1.0,0.0,19.0,-73.97797,2.0,65
1.0,0.0,8.0,-73.9839,1.0,800
1.0,350.0,2.0,-73.95562,0.0,100
1.0,0.0,6.0,-73.95197,1.0,125
1.0,328.0,77.0,-74.0083,1.0,150
1.0,0.0,19.0,-73.98175,1.0,175
2.0,0.0,30.0,-73.93716,1.0,72
1.0,280.0,136.0,-73.86633,0.0,45
1.0,188.0,52.0,-74.00054,1.0,300
1.0,0.0,8.0,-73.97249,1.0,249
5.0,90.0,56.0,-73.91334,0.0,115
1.0,0.0,9.0,-73.9989,0.0,100
1.0,0.0,23.0,-73.98697,1.0,140
1.0,34.0,12.0,-73.9404,1.0,165
1.0,43.0,12.0,-73.9627,0.0,75
1.0,0.0,37.0,-73.80169,0.0,89
3.0,66.0,162.0,-73.8592,0.0,60
1.0,91.0,12.0,-73.96313,1.0,150
1.0,0.0,6.0,-73.91018,0.0,40
1.0,0.0,7.0,-73.99051,0.0,65
1.0,155.0,7.0,-73.99524,1.0,200
1.0,33.0,25.0,-73.93261,1.0,175
1.0,0.0,6.0,-73.95399,1.0,85
1.0,0.0,24.0,-73.9543,1.0,105
1.0,0.0,6.0,-73.93335,0.0,50
1.0,0.0,15.0,-73.96061,1.0,70
1.0,0.0,7.0,-73.98827,0.0,102
1.0,0.0,19.0,-73.98651,1.0,150
1.0,0.0,52.0,-73.99306,0.0,200
1.0,5.0,28.0,-73.95152,1.0,110
1.0,6.0,26.0,-73.97512,0.0,110
1.0,0.0,12.0,-73.95628,1.0,200
1.0,72.0,34.0,-73.99354,0.0,150
1.0,0.0,102.0,-74.00181,0.0,100
1.0,10.0,12.0,-73.95957,1.0,395
1.0,83.0,20.0,-73.95443,1.0,300
6.0,281.0,3.0,-73.96165,0.0,90
1.0,0.0,21.0,-73.90563,0.0,70
1.0,54.0,21.0,-73.93248,0.0,59
47.0,358.0,14.0,-73.99719,0.0,50
103.0,239.0,31.0,-73.91193,0.0,51
1.0,0.0,6.0,-73.93503,0.0,80
1.0,0.0,18.0,-73.92694,1.0,125
1.0,270.0,12.0,-73.96776,1.0,195
2.0,82.0,76.0,-73.9769,0.0,65
1.0,364.0,63.0,-73.83746,1.0,2350
1.0,0.0,6.0,-73.94723,0.0,130
2.0,314.0,21.0,-73.91035,0.0,80
1.0,31.0,8.0,-73.97634,1.0,215
91.0,364.0,26.0,-73.97887,1.0,142
1.0,0.0,56.0,-73.91571,0.0,40
1.0,0.0,8.0,-73.97178,1.0,175
1.0,52.0,8.0,-73.98435,1.0,112
1.0,48.0,12.0,-73.94125,1.0,171
1.0,124.0,100.0,-73.89684,1.0,100
96.0,304.0,43.0,-74.00654,1.0,245
1.0,0.0,4.0,-73.9442,1.0,160
1.0,0.0,32.0,-73.99355,1.0,160
87.0,364.0,71.0,-73.98387,1.0,257
1.0,1.0,19.0,-73.98046,1.0,149
1.0,0.0,28.0,-73.95191,1.0,175
1.0,363.0,2.0,-73.95274,0.0,150
1.0,0.0,25.0,-73.9265,1.0,105
2.0,11.0,49.0,-73.91455,1.0,200
1.0,278.0,6.0,-73.92581,1.0,115
3.0,359.0,2.0,-73.94505,0.0,55
1.0,43.0,123.0,-74.00582,1.0,100
1.0,4.0,12.0,-73.94116,0.0,50
1.0,42.0,14.0,-73.99912,1.0,239
1.0,57.0,30.0,-73.94393,0.0,55
1.0,0.0,2.0,-73.94286,0.0,65
1.0,0.0,36.0,-73.9922,1.0,125
5.0,318.0,21.0,-73.9102,0.0,45
1.0,0.0,12.0,-73.9585,0.0,200
1.0,0.0,7.0,-73.99415,1.0,199
1.0,62.0,117.0,-73.97398,1.0,139
1.0,0.0,2.0,-73.95064,0.0,75
1.0,0.0,12.0,-73.95783,0.0,98
15.0,318.0,6.0,-73.95039,0.0,55
2.0,363.0,103.0,-73.87771,0.0,78
1.0,310.0,6.0,-73.92303,1.0,200
1.0,173.0,27.0,-74.00258,1.0,459
2.0,0.0,23.0,-73.98542,1.0,225
1.0,9.0,6.0,-73.94759,1.0,225
1.0,120.0,21.0,-73.92708,1.0,97
1.0,343.0,28.0,-73.95214,2.0,42
1.0,0.0,19.0,-73.98757,0.0,100
5.0,96.0,112.0,-73.75654,0.0,49
1.0,365.0,2.0,-73.93663,0.0,55
5.0,90.0,54.0,-73.93952,0.0,60
1.0,6.0,8.0,-73.96259,1.0,185
1.0,0.0,24.0,-73.96086,1.0,100
1.0,12.0,6.0,-73.94489,0.0,85
1.0,14.0,48.0,-73.99342,1.0,550
3.0,15.0,94.0,-73.81661,1.0,93
28.0,60.0,20.0,-73.95296,0.0,299
1.0,0.0,12.0,-73.96141,1.0,150
1.0,0.0,19.0,-73.97934,1.0,101
1.0,10.0,2.0,-73.95348,1.0,130
5.0,343.0,21.0,-73.90388,0.0,40
1.0,0.0,87.0,-73.85477,0.0,39
1.0,0.0,11.0,-74.00406,0.0,100
1.0,90.0,4.0,-73.9378,0.0,75
3.0,37.0,28.0,-73.95323,0.0,100
1.0,73.0,111.0,-73.99397,1.0,96
1.0,0.0,5.0,-73.97949,2.0,103
3.0,105.0,1.0,-73.96966,1.0,193
1.0,237.0,22.0,-73.9572,1.0,130
4.0,4.0,8.0,-73.96742,0.0,70
1.0,14.0,56.0,-73.92957,1.0,125
1.0,126.0,7.0,-73.98942,1.0,500
1.0,24.0,11.0,-74.00098,1.0,240
1.0,0.0,6.0,-73.95551,0.0,58
5.0,346.0,124.0,-73.83072,0.0,50
1.0,21.0,11.0,-74.00012,1.0,135
1.0,9.0,19.0,-73.98466,1.0,150
2.0,84.0,201.0,-73.76171,0.0,50
2.0,276.0,27.0,-74.00241,0.0,199
1.0,350.0,11.0,-74.00745,1.0,245
1.0,0.0,8.0,-73.96414,1.0,150
2.0,0.0,12.0,-73.95501,0.0,80
1.0,3.0,3.0,-73.96186,1.0,235
1.0,0.0,6.0,-73.94267,0.0,59
2.0,339.0,2.0,-73.94358,1.0,125
1.0,0.0,6.0,-73.95709,0.0,95
1.0,0.0,29.0,-73.96584,1.0,91
1.0,10.0,30.0,-73.94314,0.0,55
1.0,0.0,73.0,-73.95588,0.0,45
2.0,0.0,21.0,-73.91995,0.0,70
1.0,83.0,132.0,-73.98023,1.0,150
8.0,315.0,43.0,-74.00819,1.0,650
4.0,257.0,15.0,-73.92669,1.0,178
1.0,0.0,30.0,-73.94196,0.0,25
1.0,315.0,30.0,-73.93885,1.0,80
1.0,183.0,126.0,-73.899,1.0,100
2.0,0.0,64.0,-73.99333,0.0,79
2.0,53.0,12.0,-73.94289,0.0,65
1.0,0.0,21.0,-73.91941,1.0,68
1.0,0.0,7.0,-73.99077,0.0,210
1.0,0.0,28.0,-73.96124,0.0,95
1.0,0.0,68.0,-73.98418,1.0,175
2.0,354.0,8.0,-73.98152,1.0,200
1.0,121.0,30.0,-73.93846,0.0,46
2.0,83.0,110.0,-74.08274,1.0,150
1.0,149.0,95.0,-73.84274,1.0,100
3.0,217.0,12.0,-73.95996,0.0,58
18.0,358.0,56.0,-73.92563,0.0,38
1.0,32.0,11.0,-74.00528,1.0,1500
1.0,87.0,33.0,-73.99687,1.0,172
1.0,0.0,48.0,-73.99317,1.0,100
3.0,46.0,6.0,-73.95507,0.0,79
1.0,0.0,1.0,-73.97175,0.0,180
96.0,219.0,1.0,-73.98602,1.0,287
1.0,0.0,56.0,-73.92847,1.0,125
3.0,323.0,28.0,-73.95123,0.0,80
1.0,327.0,160.0,-73.81947,1.0,150
6.0,75.0,37.0,-73.81328,0.0,55
15.0,341.0,28.0,-73.95343,1.0,99
1.0,0.0,20.0,-73.95668,1.0,185
3.0,302.0,15.0,-73.95217,1.0,155
1.0,296.0,11.0,-74.00121,0.0,135
1.0,365.0,54.0,-73.94961,0.0,100
87.0,236.0,14.0,-73.99264,1.0,225
1.0,0.0,4.0,-73.94132,0.0,70
232.0,235.0,5.0,-73.9727,1.0,258
2.0,13.0,6.0,-73.91618,0.0,54
1.0,15.0,12.0,-73.96742,1.0,195
1.0,0.0,26.0,-73.98186,0.0,76
1.0,0.0,28.0,-73.94996,1.0,300
47.0,365.0,7.0,-73.99721,0.0,64
1.0,0.0,43.0,-74.01325,1.0,215
4.0,129.0,4.0,-73.93718,0.0,56
327.0,328.0,43.0,-74.01043,1.0,227
2.0,256.0,70.0,-73.89267,1.0,155
1.0,0.0,14.0,-73.99723,1.0,150
1.0,0.0,12.0,-73.9569,0.0,60
1.0,149.0,1.0,-73.97186,1.0,399
1.0,0.0,25.0,-73.93854,0.0,60
4.0,90.0,46.0,-73.78288,1.0,250
2.0,0.0,39.0,-73.92364,0.0,47
2.0,0.0,20.0,-73.94072,0.0,0
1.0,0.0,12.0,-73.94738,1.0,225
2.0,308.0,79.0,-73.99062,0.0,45
21.0,312.0,38.0,-73.98655,1.0,130
4.0,37.0,173.0,-73.81927,0.0,40
1.0,24.0,20.0,-73.94396,1.0,100
1.0,102.0,82.0,-73.95962,1.0,160
1.0,0.0,15.0,-73.93854,0.0,70
1.0,5.0,19.0,-73.98447,1.0,350
1.0,129.0,2.0,-73.94756,0.0,85
1.0,0.0,28.0,-73.94691,1.0,140
1.0,0.0,21.0,-73.93086,0.0,55
1.0,319.0,6.0,-73.93057,0.0,55
2.0,12.0,4.0,-73.95053,1.0,132
1.0,0.0,12.0,-73.94356,1.0,150
1.0,0.0,6.0,-73.91507,0.0,44
1.0,0.0,6.0,-73.95855,0.0,59
1.0,0.0,90.0,-74.02892,0.0,85
1.0,0.0,12.0,-73.96312,0.0,80
5.0,157.0,31.0,-73.90216,0.0,53
1.0,0.0,26.0,-73.97596,0.0,80
1.0,0.0,16.0,-73.98239,1.0,153
1.0,0.0,1.0,-73.98211,1.0,380
121.0,133.0,7.0,-73.98342,1.0,129
1.0,64.0,68.0,-73.9847,1.0,400
26.0,302.0,21.0,-73.91554,0.0,36
1.0,0.0,43.0,-74.00834,1.0,160
1.0,64.0,4.0,-73.94376,0.0,85
2.0,184.0,2.0,-73.95433,1.0,135
1.0,78.0,30.0,-73.93188,0.0,45
2.0,280.0,6.0,-73.93928,1.0,170
1.0,24.0,54.0,-73.92945,1.0,75
1.0,5.0,2.0,-73.95612,0.0,50
43.0,259.0,21.0,-73.91679,0.0,47
7.0,256.0,71.0,-73.98622,0.0,100
1.0,0.0,117.0,-73.95762,0.0,70
1.0,6.0,12.0,-73.94246,1.0,100
1.0,0.0,1.0,-73.96886,1.0,140
1.0,347.0,2.0,-73.95172,0.0,65
1.0,51.0,19.0,-73.98345,0.0,108
1.0,21.0,10.0,-73.99024,1.0,135
2.0,346.0,11.0,-74.00118,1.0,125
1.0,0.0,12.0,-73.9511,0.0,75
1.0,0.0,21.0,-73.93582,1.0,180
1.0,7.0,8.0,-73.98198,1.0,315
1.0,14.0,7.0,-73.9942,1.0,175
1.0,49.0,7.0,-73.9913,0.0,150
1.0,0.0,21.0,-73.91705,0.0,40
1.0,0.0,20.0,-73.95527,1.0,86
1.0,64.0,21.0,-73.90909,0.0,70
1.0,2.0,22.0,-73.95476,0.0,50
1.0,123.0,28.0,-73.9484,1.0,380
1.0,0.0,1.0,-73.98719,1.0,250
1.0,0.0,19.0,-73.98848,1.0,210
1.0,0.0,22.0,-73.95313,0.0,69
13.0,365.0,58.0,-73.83442,0.0,68
1.0,0.0,7.0,-73.98844,1.0,248
1.0,0.0,68.0,-73.98573,1.0,250
3.0,44.0,64.0,-73.99461,0.0,140
1.0,268.0,25.0,-73.92943,1.0,255
1.0,54.0,12.0,-73.96027,1.0,180
1.0,0.0,21.0,-73.92944,0.0,37
2.0,88.0,29.0,-73.96602,1.0,175
1.0,297.0,12.0,-73.95549,1.0,99
1.0,66.0,2.0,-73.95199,0.0,100
2.0,310.0,32.0,-73.99532,1.0,100
2.0,60.0,2.0,-73.9456,0.0,105
1.0,280.0,14.0,-74.00074,1.0,225
1.0,0.0,12.0,-73.9661,1.0,240
1.0,0.0,21.0,-73.92293,0.0,60
8.0,358.0,49.0,-73.91096,0.0,50
4.0,256.0,160.0,-73.79247,1.0,195
3.0,20.0,6.0,-73.9135,0.0,60
3.0,190.0,8.0,-73.96933,0.0,93
3.0,322.0,182.0,-73.89277,1.0,299
1.0,9.0,33.0,-74.00102,1.0,160
8.0,72.0,11.0,-74.00223,1.0,89
1.0,0.0,21.0,-73.9296,0.0,50
7.0,16.0,25.0,-73.94054,1.0,170
5.0,321.0,1.0,-73.96462,1.0,225
4.0,334.0,6.0,-73.94762,0.0,65
1.0,0.0,1.0,-73.9654,0.0,90
2.0,0.0,45.0,-73.96035,0.0,50
2.0,6.0,56.0,-73.93125,0.0,85
2.0,90.0,22.0,-73.96025,0.0,148
26.0,250.0,21.0,-73.91522,0.0,45
1.0,319.0,12.0,-73.94632,0.0,62
3.0,64.0,6.0,-73.9396,0.0,42
1.0,0.0,16.0,-73.97609,1.0,115
1.0,0.0,2.0,-73.9505,0.0,100
2.0,268.0,2.0,-73.94056,1.0,149
1.0,0.0,24.0,-73.95777,0.0,78
8.0,241.0,79.0,-74.01573,0.0,54
1.0,364.0,20.0,-73.95478,1.0,500
1.0,13.0,18.0,-73.92407,1.0,100
1.0,90.0,28.0,-73.95688,0.0,105
1.0,0.0,12.0,-73.94714,0.0,100
2.0,231.0,28.0,-73.95269,1.0,250
1.0,88.0,49.0,-73.91789,0.0,85
1.0,330.0,62.0,-73.81652,0.0,85
3.0,126.0,84.0,-73.89224,1.0,95
1.0,0.0,7.0,-73.99404,0.0,110
10.0,10.0,1.0,-73.98555,0.0,250
2.0,0.0,21.0,-73.92066,0.0,120
1.0,0.0,8.0,-73.96669,0.0,85
1.0,0.0,12.0,-73.96282,1.0,385
1.0,0.0,28.0,-73.96397,1.0,150
1.0,0.0,22.0,-73.95805,1.0,110
1.0,0.0,12.0,-73.95905,0.0,75
1.0,0.0,12.0,-73.95577,0.0,56
1.0,0.0,12.0,-73.96679,1.0,200
1.0,109.0,79.0,-73.99316,0.0,59
2.0,307.0,4.0,-73.94533,1.0,120
1.0,35.0,6.0,-73.95097,1.0,298
1.0,0.0,19.0,-73.98398,1.0,100
1.0,113.0,39.0,-73.92218,0.0,48
1.0,36.0,77.0,-74.00676,1.0,450
1.0,0.0,34.0,-73.98976,0.0,40
1.0,348.0,6.0,-73.93023,0.0,65
1.0,0.0,1.0,-73.98402,1.0,350
4.0,238.0,132.0,-73.98043,1.0,160
2.0,270.0,21.0,-73.91032,1.0,120
1.0,174.0,16.0,-73.98324,1.0,130
1.0,132.0,46.0,-73.77793,1.0,190
1.0,0.0,12.0,-73.94643,1.0,1763
1.0,0.0,21.0,-73.91374,0.0,45
1.0,0.0,2.0,-73.95287,0.0,110
2.0,264.0,2.0,-73.94688,1.0,295
1.0,0.0,12.0,-73.94715,1.0,241
2.0,0.0,15.0,-73.95985,1.0,275
1.0,118.0,106.0,-73.78824,1.0,150
1.0,0.0,3.0,-73.97006,0.0,36
1.0,0.0,8.0,-73.9705,1.0,70
1.0,0.0,6.0,-73.94477,0.0,75
34.0,305.0,6.0,-73.95677,0.0,49
1.0,0.0,21.0,-73.92114,1.0,185
1.0,188.0,6.0,-73.94011,1.0,200
23.0,331.0,5.0,-73.97261,1.0,350
1.0,0.0,24.0,-73.95696,1.0,80
32.0,317.0,8.0,-73.95995,0.0,60
1.0,0.0,10.0,-73.98341,0.0,80
1.0,181.0,33.0,-73.99089,1.0,143
1.0,244.0,43.0,-74.00722,1.0,130
1.0,0.0,34.0,-73.98533,1.0,150
27.0,282.0,6.0,-73.93286,0.0,42
1.0,126.0,19.0,-73.97921,0.0,60
1.0,70.0,34.0,-73.99354,1.0,125
1.0,174.0,3.0,-73.9669,0.0,150
2.0,82.0,2.0,-73.94747,0.0,60
1.0,0.0,12.0,-73.94263,1.0,120
4.0,282.0,12.0,-73.96122,0.0,65
1.0,0.0,7.0,-73.99606,1.0,120
2.0,230.0,6.0,-73.94031,1.0,220
1.0,0.0,12.0,-73.95742,0.0,60
5.0,0.0,2.0,-73.95189,1.0,300
1.0,0.0,30.0,-73.94048,0.0,37
2.0,343.0,125.0,-73.72778,0.0,105
1.0,7.0,8.0,-73.96037,1.0,125
1.0,0.0,51.0,-73.95058,0.0,70
2.0,179.0,30.0,-73.94219,0.0,90
1.0,240.0,19.0,-73.98009,0.0,60
1.0,0.0,20.0,-73.95739,1.0,10000
1.0,0.0,24.0,-73.961,1.0,100
2.0,304.0,44.0,-73.90716,0.0,56
1.0,73.0,2.0,-73.95401,0.0,70
1.0,0.0,25.0,-73.9349,0.0,88
1.0,0.0,12.0,-73.96285,0.0,85
1.0,239.0,25.0,-73.9535,1.0,155
3.0,177.0,2.0,-73.94531,0.0,90
1.0,4.0,12.0,-73.93415,1.0,250
1.0,89.0,84.0,-73.8765,0.0,60
47.0,326.0,7.0,-73.99564,0.0,65
1.0,0.0,11.0,-74.00465,0.0,100
1.0,175.0,46.0,-73.78429,0.0,72
1.0,0.0,11.0,-73.99982,1.0,150
1.0,0.0,13.0,-73.96976,0.0,50
1.0,155.0,106.0,-73.8,0.0,50
1.0,322.0,43.0,-74.01521,1.0,265
1.0,0.0,21.0,-73.93543,0.0,38
1.0,298.0,81.0,-73.87383,1.0,300
1.0,292.0,27.0,-74.00356,1.0,760
1.0,265.0,80.0,-73.92236,0.0,50
1.0,299.0,9.0,-73.9943,1.0,499
1.0,318.0,103.0,-73.88999,0.0,40
1.0,67.0,79.0,-74.00986,0.0,38
1.0,5.0,2.0,-73.94341,0.0,54
1.0,80.0,7.0,-73.99221,0.0,110
5.0,1.0,81.0,-73.88656,0.0,89
1.0,95.0,12.0,-73.9569,1.0,196
3.0,0.0,79.0,-73.99567,0.0,85
2.0,365.0,56.0,-73.92502,0.0,80
1.0,0.0,19.0,-73.97912,0.0,110
1.0,14.0,9.0,-73.99081,1.0,195
1.0,180.0,27.0,-74.00072,1.0,169
1.0,0.0,23.0,-73.99202,0.0,65
1.0,317.0,14.0,-73.99895,1.0,75
1.0,363.0,56.0,-73.92132,1.0,110
2.0,0.0,28.0,-73.94747,0.0,100
1.0,0.0,39.0,-73.91566,0.0,46
1.0,0.0,14.0,-74.00141,1.0,200
1.0,0.0,14.0,-74.0034,0.0,120
1.0,0.0,19.0,-73.98374,0.0,65
1.0,34.0,8.0,-73.98028,1.0,274
1.0,48.0,28.0,-73.94993,1.0,140
4.0,0.0,181.0,-73.84185,0.0,35
1.0,256.0,23.0,-73.98527,0.0,100
1.0,0.0,10.0,-73.98669,1.0,150
1.0,364.0,9.0,-73.99115,1.0,188
1.0,0.0,6.0,-73.95904,1.0,130
3.0,342.0,166.0,-74.09197,0.0,49
1.0,141.0,7.0,-73.99309,0.0,150
2.0,360.0,7.0,-73.98874,1.0,250
1.0,220.0,6.0,-73.93634,0.0,39
1.0,0.0,19.0,-73.97957,1.0,237
1.0,0.0,12.0,-73.94681,0.0,100
1.0,0.0,6.0,-73.94978,1.0,69
3.0,281.0,56.0,-73.91208,0.0,79
1.0,0.0,28.0,-73.96177,1.0,199
1.0,152.0,2.0,-73.95519,1.0,150
1.0,0.0,14.0,-73.99753,1.0,250
1.0,228.0,6.0,-73.93234,1.0,150
1.0,260.0,8.0,-73.97797,1.0,330
2.0,342.0,23.0,-73.98902,1.0,350
1.0,71.0,177.0,-73.89666,1.0,80
2.0,161.0,37.0,-73.82928,0.0,53
1.0,287.0,30.0,-73.93957,0.0,48
1.0,0.0,14.0,-73.99441,1.0,399
2.0,0.0,13.0,-73.97406,1.0,200
1.0,161.0,35.0,-73.92509,1.0,125
1.0,0.0,19.0,-73.98861,0.0,85
1.0,137.0,7.0,-73.98646,1.0,275
2.0,0.0,25.0,-73.94098,0.0,48
1.0,271.0,4.0,-73.94342,0.0,89
4.0,349.0,54.0,-73.94637,1.0,120
1.0,30.0,23.0,-73.98893,1.0,278
1.0,30.0,20.0,-73.95439,1.0,75
1.0,4.0,30.0,-73.93535,1.0,120
1.0,0.0,28.0,-73.95823,1.0,138
1.0,365.0,14.0,-73.99026,0.0,350
1.0,0.0,44.0,-73.91534,1.0,150
1.0,310.0,77.0,-74.00571,1.0,250
1.0,7.0,28.0,-73.95574,1.0,159
1.0,200.0,19.0,-73.98249,1.0,189
4.0,34.0,4.0,-73.94543,0.0,75
1.0,123.0,12.0,-73.96615,0.0,85
4.0,15.0,2.0,-73.9522,1.0,165
4.0,90.0,6.0,-73.95602,0.0,99
1.0,115.0,185.0,-74.0929,0.0,115
1.0,0.0,8.0,-73.96141,0.0,79
12.0,161.0,8.0,-73.96162,1.0,110
1.0,0.0,79.0,-74.01252,0.0,30
1.0,0.0,101.0,-74.01567,1.0,195
1.0,322.0,19.0,-73.98907,1.0,199
1.0,125.0,6.0,-73.93716,1.0,125
1.0,262.0,19.0,-73.98093,1.0,345
2.0,0.0,21.0,-73.90828,0.0,50
2.0,88.0,6.0,-73.95332,0.0,120
3.0,179.0,199.0,-74.11953,0.0,65
1.0,0.0,64.0,-73.99645,1.0,175
1.0,0.0,67.0,-73.98482,0.0,55
1.0,0.0,12.0,-73.95782,1.0,130
1.0,0.0,12.0,-73.96471,1.0,132
1.0,48.0,21.0,-73.92287,1.0,260
1.0,197.0,64.0,-73.99468,0.0,100
2.0,15.0,12.0,-73.96225,0.0,120
1.0,10.0,136.0,-73.86921,1.0,79
2.0,54.0,16.0,-73.98138,0.0,75
3.0,90.0,9.0,-73.99371,0.0,125
1.0,0.0,1.0,-73.96396,1.0,140
1.0,0.0,15.0,-73.91035,1.0,100
1.0,0.0,12.0,-73.96279,0.0,75
1.0,57.0,21.0,-73.93034,0.0,60
1.0,0.0,23.0,-73.98767,0.0,85
1.0,0.0,43.0,-74.01455,1.0,275
1.0,0.0,51.0,-73.94561,2.0,45
2.0,265.0,9.0,-73.99503,1.0,250
2.0,50.0,79.0,-74.00549,0.0,45
1.0,28.0,81.0,-73.88136,0.0,51
26.0,365.0,21.0,-73.91374,0.0,50
1.0,0.0,68.0,-73.98175,0.0,200
1.0,188.0,204.0,-73.86273,0.0,80
33.0,364.0,48.0,-73.99139,1.0,179
1.0,0.0,141.0,-73.87737,0.0,125
3.0,159.0,46.0,-73.79007,0.0,65
1.0,86.0,117.0,-73.95724,0.0,50
4.0,189.0,6.0,-73.92399,0.0,60
1.0,0.0,6.0,-73.92208,0.0,45
1.0,14.0,106.0,-73.78855,1.0,120
1.0,0.0,45.0,-73.9632,0.0,70
7.0,90.0,4.0,-73.94335,2.0,60
2.0,143.0,0.0,-73.9718,0.0,67
1.0,290.0,24.0,-73.94959,1.0,125
2.0,351.0,49.0,-73.91015,0.0,39
1.0,0.0,24.0,-73.95689,0.0,60
1.0,313.0,29.0,-73.96409,0.0,75
1.0,0.0,29.0,-73.97317,1.0,60
1.0,82.0,6.0,-73.92738,1.0,139
91.0,245.0,28.0,-73.95475,1.0,142
1.0,29.0,19.0,-73.98856,1.0,99
1.0,0.0,63.0,-73.84755,1.0,69
1.0,326.0,12.0,-73.95534,0.0,85
13.0,189.0,70.0,-73.89575,0.0,35
1.0,0.0,49.0,-73.9144,0.0,150
1.0,222.0,44.0,-73.90721,1.0,89
1.0,16.0,20.0,-73.95355,1.0,185
1.0,24.0,25.0,-73.91968,0.0,70
1.0,0.0,21.0,-73.92987,0.0,45
4.0,216.0,8.0,-73.96763,0.0,65
1.0,37.0,79.0,-73.99805,0.0,45
2.0,239.0,19.0,-73.97643,1.0,250
2.0,322.0,2.0,-73.95393,0.0,40
1.0,3.0,7.0,-73.98993,1.0,150
5.0,338.0,30.0,-73.94569,1.0,235
1.0,90.0,106.0,-73.79109,0.0,200
1.0,40.0,38.0,-73.98579,0.0,80
1.0,0.0,2.0,-73.95491,1.0,100
1.0,36.0,12.0,-73.9398,1.0,140
1.0,0.0,49.0,-73.91769,1.0,200
1.0,0.0,43.0,-74.01371,0.0,89
1.0,84.0,28.0,-73.95971,1.0,500
6.0,188.0,63.0,-73.85227,1.0,238
1.0,11.0,12.0,-73.94741,1.0,100
2.0,301.0,94.0,-73.82012,0.0,66
1.0,0.0,6.0,-73.9431,0.0,38
3.0,193.0,4.0,-73.93747,0.0,80
2.0,42.0,25.0,-73.93676,0.0,100
49.0,121.0,1.0,-73.96648,1.0,956
1.0,11.0,9.0,-73.99224,1.0,200
1.0,0.0,8.0,-73.97964,1.0,175
1.0,0.0,6.0,-73.92198,0.0,90
3.0,248.0,12.0,-73.95497,1.0,180
31.0,215.0,1.0,-73.98174,1.0,250
1.0,0.0,15.0,-73.94138,0.0,35
1.0,20.0,7.0,-73.99711,1.0,134
4.0,192.0,6.0,-73.91163,0.0,55
96.0,206.0,1.0,-73.96256,1.0,239
1.0,0.0,1.0,-73.9713,1.0,157
1.0,0.0,21.0,-73.92277,1.0,60
96.0,189.0,43.0,-74.00591,1.0,299
1.0,148.0,52.0,-74.00259,1.0,215
1.0,0.0,56.0,-73.92634,0.0,55
1.0,0.0,13.0,-73.97153,0.0,75
31.0,142.0,5.0,-73.98095,1.0,170
1.0,8.0,23.0,-73.986,1.0,375
1.0,0.0,15.0,-73.95863,0.0,55
5.0,0.0,54.0,-73.94848,0.0,27
1.0,0.0,21.0,-73.93909,1.0,125
1.0,38.0,77.0,-74.01045,1.0,375
1.0,0.0,28.0,-73.95007,1.0,250
2.0,68.0,4.0,-73.94503,1.0,250
1.0,0.0,21.0,-73.92908,0.0,50
1.0,0.0,4.0,-73.94412,1.0,170
1.0,327.0,77.0,-74.00935,1.0,350
1.0,0.0,35.0,-73.93289,1.0,65
1.0,0.0,11.0,-74.00266,0.0,90
1.0,87.0,184.0,-73.77361,1.0,80
2.0,0.0,2.0,-73.95183,1.0,199
8.0,324.0,2.0,-73.93937,0.0,43
1.0,167.0,85.0,-73.76953,1.0,99
2.0,86.0,19.0,-73.98157,0.0,68
6.0,364.0,24.0,-73.94712,0.0,40
2.0,106.0,6.0,-73.93073,1.0,115
1.0,0.0,2.0,-73.95587,0.0,51
1.0,0.0,14.0,-73.99664,2.0,46
5.0,77.0,54.0,-73.95159,0.0,53
4.0,180.0,2.0,-73.94159,0.0,65
2.0,22.0,33.0,-73.99249,1.0,350
4.0,100.0,23.0,-73.99147,1.0,299
2.0,87.0,16.0,-73.97891,0.0,66
1.0,223.0,24.0,-73.96132,1.0,40
33.0,365.0,20.0,-73.95385,0.0,119
4.0,0.0,21.0,-73.90605,0.0,40
